,very good,,really good,
,"The broken phone fell off the bed without being dropped. The back cover was broken, and the after-sales service told me to replace a mobile phone case for nearly 500 yuan. Not suitable for carefree people",,Worst shopping ever,
,"Because of my Apple 6S charging four times a day, I want to change my phone, and this phone has to be charged three times a day, and the power failure is very fast.",,It's really all optimized,
,"After using it for two days, it turned out that the data of Huawei mobile phone was transferred very thoroughly.",,"Everything else is ok, but it's hot. I feel that the hotness affects the speed of the network and the network is very poor.",
,"In July, it dropped by 800 in a certain store. It's slowing down a bit fast!",,"As soon as I take a picture, the fuselage becomes hot, which consumes electricity. I can't take pictures, and the top and bottom are all mushy. The volume is quite loud.",
,"Shiny, good-looking,,, although the wireless charging made me very depressed, but this phone is beautiful,",,"After turning on the phone and using it for less than 72 hours, I found that the shell has cracked. I don¡¯t know what will crack next. It is recommended that the baby who wants to buy this phone forget it. Are you going to buy a grandma? I don't dare to use it, because he is not covered by the warranty. Isn't it good to spend 400 more to buy a broken screen insurance? There is no quality guarantee for such a broken thing.",
,"Headphones and charging are the same hole, the factory film still needs to be re-applied, just the bottom channel, the front camera is really uncomfortable",,"The curved screen film really sticks up every time, so uncomfortable",
,"have used it for more than a week before I can evaluate it. It is the first time that Huawei has used it. When I bought it, it was because of its photos, so I made up my mind to buy it. This is the most expensive thing I have ever bought, and it is also worth the money. You get what you pay for, the phone is 5G, but I don't have a 5G card, and I don't know if 5G is fast",,"I bought it for less than a month. It was a three-month installment, and the interest was more than 100 yuan. Now the installment does not charge interest. I bought it early.",
,Power consumption is too fast,,"Power consumption is very fast, please do not start",
,"**, more than 7,000 mobile phones don't even have earphones. Contact customer service and said that it will not be replenished after two or four hours of receipt! Well done Huawei!",,"Can you guarantee that your packaging will not go wrong? It's my fault that I didn't pay attention to the box and contact you in time. Will not use Huawei mobile phones in the future, the price is poor! Poor after-sale service!",
,"Just got it, will take pictures later. Thank you for the mobile phone ??, I have always used Huawei mobile phones to support domestic production",,The photo is very clear,
,"One of the most regrettable mobile phones I have ever bought was blown into the sky, but I still couldn't escape the unusable ending. Other features: no features",,"Bad bad bad, no one, the new phone has problems after half a month, I took it to test, there is a problem with the system and screen, I strongly request a new phone, and now the new phone has a lot of problems, I just don¡¯t understand Oh, how come the new phone freezes, I can't click it when I use it, I can't open a photo, just like just now, I couldn't open it even if I wanted to read Taobao reviews, LJ!",
,"I placed the order last night, it arrived this morning, the logistics is really fast, and the phone is very comfortable to use",,"The baby is really great, I like it very much, my friends also say it is good, recommend to buy",
,"SF Express is as fast as always, it is a new machine, very beautiful",,"Accidentally fell to the ground, the screen cracked, the quality is too poor, the protective film has no effect at all, the apple has been dropped more than ten times, it is fine, the lady said that there is no warranty, so I can only repair it myself, about 2,000 yuan, It only took ten days.",
,"Other features: When it comes to features, please forgive the official. I have to say that I am a bit embarrassed. This phone cannot be unlocked while the WeChat video is in progress. I asked the customer service and customer service is very good. After all, she does not know the field. Quite evasive reply to this, I can also understand the personal feeling that the overall price is really high. I still hope that Huawei can live up to your support and be a brand that really cares about you. Photo effect: the effect is still worth it. Battery life: battery life Moderate communication sound quality: sound quality is not bad, it's just about running speed: this really does a good job Display effect: I'm also a patriot It's not so worth playing Douyin videos. These very obvious resolutions are not enough. Why are they not enough? Only your technicians understand. Anyway, as I think, there are really no more than 1,000 mobile phones with high resolution. Of course, the touch and appearance of this screen are very good. Well, that's the only problem",,"Because of the question I responded, the customer service also chose a time interval when I had time to call me to ask questions, and also gave me answers to questions that were not clear to me. I can also feel the service guarantee.",
,"Very good, the order was placed on the same day, and it arrived the next day.",,"I have been using it for a few days, and there is a defect that the mobile phone is hot, WeChat video chat, it will get hot after a while. After using so many mobile phones, this is the first chat that also gets hot. Baidu searched, and many people responded. The phone is hot. I can't imagine what it would be like to play the game. 6,000 yuan, it's not worth it, I'm also drunk, I comment with conscience, not a navy. Domestic, really need to improve. Patriotic and love Huawei.",
,"From the moment I opened the box, I didn't feel that it was worth the price. First, the phone film had a strong smell, which made people uncomfortable. Second, I don't know if the phone itself was heavy or something. There are creases on the top of the compartment, the third fever is more serious, and it can be used as a warm baby. The mate30 I bought for my family before has no such problems, so I am a little disappointed. so so!",,"One more thing to add, although I sent an original mobile phone case, it is very good, after all, it costs 99 yuan, but you gave me a red one, how can I use it as a boy? Putting it in a ventilated place, the smell is scattered a lot, and now there is still a little bit of smell!",
,"It can be very good, I have seen it in the physical store",,"Two signals can be used at the same time, the network speed is too good",
,"It has always been Xiaomi's mobile phone before, and it will definitely support Huawei this year. The quality is good, the night scene photography is a must, the overall is relatively good, it did not let me down. It is much heavier than Xiaomi Mi 10, and its software functions are less than Xiaomi.",,It's too deductible to send it ??,
,"It's just a little hot to play the game, everything else is fine",,"The film is not good, the game is unstable",
,"already have two mobile phone products under Huawei, and the last Honor v10 has been used for more than two years now! Mainly is not enough memory! And now the HUAWEIIP40pro mobile phone is also a favorite for a long time. After comparing two or three brands, I finally continued to choose Huawei products! Indeed, others say that it is too expensive and there is no need to buy so expensive! But I still took a fancy to the battery pixel of this mobile phone, and watched those professionally tested mobile phone big V works. I have used it for four days and found no problems. I haven't encountered any serious problems with overheating! If the battery is fully charged to work for nine hours, if you start chatting, you will use less than 20% of the power in a day's standby mode! To be honest, the battery life is really good! When I bought it, I wanted to buy Frost Silver Back Information Customer Service! After understanding all aspects, I placed an order and bought this black one! Thanks also to the several customer service who answered my questions, I can't remember so many! Thank you very much! (Warmly remind those who want to buy a mobile phone with a tempered film before you get it. The mobile phone has a high-definition soft film from the factory. I only learned about it later)",,"The new phone has been in hand for more than 20 days, and the waterproof performance was tested some time ago! There is nothing wrong with the phone! But in the past two days, I found that the bottom microphone is too small! The other two microphones are fine! The phone itself is fine too! There is something wrong with the small device! It seems that the waterproof performance of this price of the mobile phone still needs to be improved, but it has no effect on daily calls! It is recommended to consider buying this phone! The price is indeed a bit expensive!",
,Other Features: Very Satisfied Photo Effect: Satisfied Battery Life: Satisfied Communication Sound Quality: Good Running Speed: Super Fast,,"I love the phone case so much. The refill is smooth and fleshy. I can also post my handsome Kun Kun, the prettiest cub in the whole street.",
,"Those who are used to using Apple mobile phones suddenly feel that buying a new mobile phone is very troublesome, so let's learn slowly...",,This sticker is really bad! The corners are rolled up and can only be torn off,
,"Photo effect: generally nothing to show off, zooming in is the old Nokia, it is useless to take a picture 50 times. To be honest, I regret it, I feel it is not worth it, and other camera functions are not so clear. Hua Zi, tell me what can I shoot at 50 times",,"This photo is not as high-definition as my Xiaomi Mi 8 details, the awesome Huawei, there is nothing worth buying, a hundred regrets. Should buy millet. Hype Huawei.",
,"Express logistics! The mobile phone has not yet been used, and will follow-up comments later!",,"The sound quality is excellent, the battery is not very durable.",
,Rock for a few days: nothing in the comments,,"I've been using it for a few days, and I'm still a little stuck in the game of King's Glory",
,"Very good, camera performance is excellent, very easy to use.",,"I hope that the people who receive the mobile phone can use it as soon as possible, don't dislike it, don't be unhappy.",
,"This is the first time I gave a bad review on Taobao. The charger has a strong pungent smell. When charging, the cable and mobile phone are hot. Contact customer service and Huawei's after-sales service. Do you need a charger? ? ? No one solves it directly, and don't need a charger, admit it",,"Hehe, the charger has a pungent smell, and it has been said for several days that no one has solved it after the sale. Let's not talk about the quality first. Your after-sale service is really rubbish.",
,everything is ok,,"The built-in hydrogel film feels very good, and some small scratches can be repaired automatically! But I just bought the film for five or six days and I don't know how to break a small piece! Screen wins, BOE, **! Samsung screen suggestion to buy 256, 128 seems to have no Samsung screen",
,The system is also very satisfied. It's very good to take pictures.,,Do you think the pixel of the mobile phone is OK?,
,"The mobile phone is not silver, the refrigerator is very handsome, this is the first time to use Huawei, the first time to buy a domestic mobile phone, but I still don¡¯t know how to play it. I am trying to find out, the customer service is very patient, and the customer service of Huawei is very good.",,"In addition to brushing the vibrato will be modded, other can, the standby time is average",
,"After receiving the mobile phone, I will evaluate the mobile phone. The response is fast",,Why is this phone stuck and won't move after 4 months of buying it?,
,"The mobile phone is very good, not to mention the extra, it is really much better than Apple's performance, charging is fast, and everything else is good, come on Huawei!",,"The phone works well, and it's pretty good, but it's hard to find a good film for the curved screen. I found a brick-and-mortar store to maintain a free film once, and it's still very good. Come on, Huawei! Wait for the M40pro to come out, and then trade in the old one for the new one! Awesome!",
,Even the screen is covered. awesome. Service is getting better year by year,,I feel sorry for my xenophobia and want to throw away tens of thousands of Leica cameras. Huawei phones are very good at taking pictures. . Just take a picture and you can take it to Wen Qing facing the sea with emotion,
,"I bought a mobile phone of thousands of dollars. I wanted to buy two more data lines, but I refused to provide free shipping. I just received the mobile phone and played the game screen and spent it.",,"bought a mobile phone of thousands of dollars, and I spent it on playing a game screen. I bought two data cables for a dollar difference without free shipping.",
,"It took me a few days to comment. I used the p30pro last year to change to the p40pro this year. The quality is ok and worth the price. However, there are not as many highlights as the p30. buy it from the official",,"The customer service is too ****, I will never buy Huawei products again, selfish and overbearing",
,"I got the phone back for a few days, because it has a film on it, and I can't see any scratches. I bought two films on Taobao, and I plan to replace them today. After tearing off the original film, I found a scratch. Said it would take 48 hours to reply to me, I was hehe? ...don't you check the machine when you go out of the factory?",,"don't know what to say, the customer service attitude is wrong, it's just insinuating others, I gave feedback within 15 days, he asked me to wait for a reply, and then told me today that the feedback time has passed, I huh, what he meant It was me who made it on purpose, and then went to his place to deliberately find fault. After talking so much, the problem was not solved.",
,"Taking pictures??The effect is very nice, from Honor 6 to P40, as always, support",,"Easy to shoot, powerful photo function",
,The customer service is too bad. Asking a question can't solve it. He is still talking nonsense. There is no problem with the mobile phone. The signal is a bit poor.,,"It's only been used for less than a month, the mobile phone signal is not good, the navigation response is slow, and the customer service responded to the problem as soon as I got the mobile phone. I returned the goods, Huawei's customer service is too bad, the customer service seems to be called ""Xin Yu"", the customer service is really bad, do you want to work without training?",
,"The outer packaging and inner packaging are in good condition, and Huawei is a product that the Chinese people can trust; it will be reviewed after use.",,"The Huawei P40Pro 5G mobile phone that cost 6388 yuan to buy, did not feel the happiness of 5G, the mobile phone desktop still displays 4G, Huawei's 5G will not be ""the picture has its own table"", right? ! ; Probably not.",
,"Other features: In my opinion, the biggest disadvantage is that it is heavy, thick and heavy. It is much thicker than my previous mobile phone. It would be nice if it could be lighter and thinner, so that the hand will feel better (deduct a star) Also worth a surprise The thing is: the logistics is very, very fast. My family is in a rural area, and the logistics will be delayed, but I didn't expect that the order was placed on the first day, and it arrived the next morning. Kudos to SF Express! Photo effect: The first one was taken with an old mobile phone (vivox9s), the second one was taken by Huawei p40pro, at the same time and in the same place Battery life: no games, no videos, online news, Taobao shopping, WeChat QQ Chatting, 40% left at 8 o'clock in the evening for a day's use, charging is very fast, starting from 20% to charge in an hour to fully charge. Communication sound quality: no problem Running speed: very smooth, it will affect the sensitivity a little if the tempered film is attached darker",,"Three during the day, two at night",
,"After waiting for a long time, I still bought HUAWEI's p40pro. I bought HUAWEI's matepadpro before, but now I have replaced it with HUAWEI. It supports domestic products.",,"The mobile phone is easy to use. The transparent case provided does not cover the camera, which is easy to be damaged.",
,"Taking pictures is very good, the distance is good, and the color difference is difficult to handle",,Add a paragraph for you to see,
,"I've been using Huawei for a generation, and I'm good from 9 to 10. From 20 to 30",,Huawei products are good mobile phones and computers. It's very good to buy them. It's better than those foreign gadgets.,
,Display effect: It's too ordinary. It's really not as easy to use as it's blown. Apple has really displayed the screen resolution for so long. The font system is too hard to describe. It's not as good as 8p. Continuing with Apple or Huawei,,"month later, I can't click the game when I play the Cairo game. Click here and swipe there. There are more background programs. I watch Taobao live broadcast. I paid for my place. My colleague saw this phone and wanted to change it to Huawei. I used it and the program I downloaded was too bloated. Xiaomi is better than this. I will never buy Huawei again.",
,"P40Pro is so fun. All its functions are very novel and curious to me. I have been groping since I received the goods in the morning. Give me a seven-star review! ¡ï¡ï¡ï¡ï¡ï¡ï¡ï To tell you the truth, I have only used Apple since the smartphone came out, from 4, 5S, 6P, to yesterday's 7P, so strictly speaking, I am now a fruit fan in the comments~ (now I have to add a Huawei Fans) Because the 7P is too stuck recently, playing a few more games can burn my fingers out of calluses, so I want to change my phone. Yesterday at noon, I actually ordered an Apple 11 and an Apple wireless headset online~ But when the order is finished Tangled for two hours. The final result is that I quit Apple in the afternoon and chose Huawei P40pro and Huawei wireless earphone 3. After I used Huawei for a day and paired it with wireless earphone 3, I really fell in love with Huawei. Apple does have an advantage, but it can't stand it. Huawei's price and beauty mobile phone is powerful and not bad at all, and its comprehensive strength is above Apple's! Apple has Huawei, Apple doesn't have Huawei, and now I know why the United States wants to suppress Huawei and is afraid of Huawei. I think this is what they are afraid of~ I don't talk about politics, I just don't want most people to still pay Apple IQ Tax! As for the function of liking Huawei, I will not introduce it. I can only say that many of them are very novel because I also found out in the adaptation.",,"The screenshot is wrong, so embarrassing, the new phone is adapting",
,"The camera function is powerful, the hand feel is also very good, and it is as good as imagined",,This effect can also,
,"not bad. Still trying. is acceptable. Very smooth. Not seen yet. very good, very powerful",,"The film was blistered on the first day of the factory, and it broke after a little scratch. very good, very powerful",
,love it! Excellent value for money,,Record the bits and pieces of life!,
,"Huawei's junk phone bought for 6,000 yuan, this quality junk Huawei is still sold for 6,000 yuan, whoever buys it will regret it.",,"Do you want a phone like this for 6,000, the quality is rubbish, I don't admit it. Huawei sucks. Don't regret it if you want to buy it, the price is low and the quality is not good",
,"Not bad, the phone runs pretty fast, but it gets hot when charging, it is estimated that it is within the allowable range, and domestic products are supported",,"The to-do reminders in the memo are not reminded no matter how tossed, and there is no corner mark reminder, you need someone like Apple reminders to buy carefully",
,"The courier is very powerful, why did you order it late, it arrived this morning, just charged, and familiarize yourself with it after it is fully charged! Should be good!",,"Excellent! A phone that I like very much, it's good in every way!",
,"Photo effect: effect seeing is believing Battery life: battery life is good Communication sound quality: voice quality is good Running speed: very fast Well, according to the user's ideas, the suitable model will be selected for the user",,wallpapers and themes.,
,"Silver is so pretty, and it looks good for girls to hold. Actually, you don¡¯t have to worry about it. It¡¯s good to take pictures when you put the case on. Sauce",,"The original camera is a little distorted, and the built-in beauty function needs to be improved",
,"What kind of business, the invoice is not issued, the service attitude is poor, garbage",,"The mobile phone is bought, the problem is not solved, bad reviews,",
,Very satisfied,,"The quality is very good, exactly as described by the seller",
,"Other Features: Like the phone clone feature. Haha, save a lot of effort! Shipping is super fast! Received it the same day! Hahaha photo effect: the same Leica, the picture effect is better than the mate battery life: the current battery life is not bad. Running speed: I don't know if it is related to the screen film, it will feel a little slow when playing games",,Tried a few photo effects. good. Phone performance is also good. But *make is a little different from mate. like very much,
,"The second Huawei P series, I bought the p20 from this store two years ago and have been using it until now without any problem. Since then I fell in love with Huawei mobile phones and bought another p40. I specially opened the camera watermark to compare the night scene comparison of p20pro and p40pro. It feels almost the same, and the p40pro didn't surprise me too much in terms of taking pictures. It can be said that I am a little disappointed, but the P40 has added anti-shake function to take pictures, and the video shooting is also stable! good! Photo effect: Huawei's photos are all good Battery life: battery life once a day, high frequency of use",,"After using the p40 for a period of time, it is really powerful! It also runs fast.",
,"China is promising, come on Huawei!",,Great for taking pictures,
,Overall very much like the running speed: fast,,"I like it very much and take pictures very quickly, not to mention love",
,"The main reason I gave a bad review is that their customer service did not understand it at all. The content in the limited set is actually a mobile phone case. This is explained in one sentence. This is what it means to fool people. I said something bad. No matter how good your mobile phone is, you don¡¯t understand a service like yours. 400-500 yuan, buy a shell back. . Ha ha",,"Limited gift box: 1 HUAWEI P40 Pro Zero White 8+256 mobile phone, 1 star diamond protective case, 1 HUAWEI Supercharge charger, 1 type-C data cable, 1 type-C digital earphone, 1 transparent protective case , Quick Guide, Card Pickup Needle, Warranty Card. . . . The key limited-edition gift box, (just a star diamond protective case), I said this was bought by a fool, you have no opinion! (I'm sure there's definitely more than one like me) It's just that some people may forget it, maybe I'm stingy. . So I came to complain about this kind of service, he really can't",
,"Hey, first shopping review",,"I bought a HUAWEI, and when I play games, it freezes or the screen fails. I have used the vivo X21 for three years without this. An 8G is not as good as a 6G, but the Kirin 990 garbage is not as good as a Snapdragon 660. Since Adou supports **di Huawei",
,sent too little,,Why is the e-invoice not issued to me?,
,"The pixel is really cow??The design of the mobile phone is very satisfied, I like it very much",,"got the mobile phone at 6:30 p.m. yesterday, and clicked to confirm receipt. Today, I found that there are many unknown phone numbers in the address book, which scared me! I actually sent second-hand goods to me, the customer service did not admit it, and the attitude was bad",
,"It doesn't feel as good as I imagined, and I didn't give anything, so I still want to give stars",,"The film on the phone is too easy to break, the others are better",
,"Don't say anything else, let's talk about the delivery and the logistics first! Really give the Chinese a long face! ! ! The difference between Pro and Pro+ is that Pro+ has better cameras and faster charging! For girls who like to take selfies, it is recommended to choose +. For men who do not have high requirements for taking pictures, Pro is enough.",,It looks very good so far! Domestic products come on,
,Other features: Express delivery speed has nothing to say Photo effect: Not yet used Battery life: I don't know Communication sound quality: The sound is a little smaller Running speed: Fast Display effect: Good,,I really regret buying a Huawei mobile phone. I bought a mobile phone and gave me a power bank. It has been 20 days and it has not been shipped to me. I contacted customer service and said that the time has not come yet. bad service,
,"Girls who like to take selfies should give up. The effect of the beauty camera is incomparable to that of Apple. Apple is more advanced. This one is too white and distorted! And the front camera is in the corner, do people have to look sideways when taking selfies? Compare the two photos for yourself! The first Huawei, the second Apple. In fact, more than 7,000 is not as good as buying an apple. After all, the sales volume is there, and it is not without reason.",,"I think it is necessary to label it like this! If you still think that Huawei's photos are good, then buy it! ! ! Anyway, I think these seven thousand flowers are dirty",
,"To be honest, it took a while to evaluate. The Samsung Note9 that I used before is not as delicate as Samsung's screen and color compared to the old mobile phone, and the sound is dull and not clear enough when making a call, the album is in a mess, and the photos are better, but it is not too surprising, maybe I expect too much. High, mainly for the camera to buy. Internet speed is better than Samsung. And try to buy a bigger memory card, this mobile phone memory card is specially designed, and it is very expensive. Overall, it's okay, not much surprise compared to Samsung phones.",,"The quality of the call is very poor, the sound is dull, it is like being blocked, and it is seriously distorted. I don't know if it is an exception or the same.",
,"I just bought it a week ago, the fingerprint unlocking is not sensitive, the field of vision keeps shaking, and I don¡¯t know if it¡¯s normal when I take pictures. When it is adjusted to 50 times, I have been switching lenses. Hall maintenance, I just bought a week to repair, huh, huh",,"Alas, no love, no harm, the official has agreed to give it back to me, I was angry for a while, sorry for the bad after-sales review, my main friend recommended it to me, it was so good, I had high expectations, who knew this problem, sorry",
,"Used Apple for several years, in order to support the country. The first time to start with Huawei. . It is very comfortable to use after entering the mobile phone. I played the daily army flag that night, and it crashed in the first game. . . In my heart, I was instantly disappointed with Huawei. Alas, choose your own patience. Still good.",,It's only been a few days since Worizhe formed a sect. I'm so sick that I can't breathe. Served. Mind exploded. I regret choosing a domestic machine.,
,"The photo is very good, the farther the clearer",,The moon in the sky is magnified 50 times,
,"The 7th Huawei mobile phone, perfect product, perfect service,",,"For a P40pro Huawei's customer service, because the price difference is 200 yuan higher than the cat, they will deceive you with a few tens of yuan of headphones that cannot be turned on that have been discontinued, saying that they are worth more than 200, and trick you to click to confirm receipt, and then send a message. Here you go, you understand and click receive. When you complain about it, they use crowd tactics, they are good at wrangling, and they are good at using words and words to make sense, avoiding the truth and making false! Alas, a long sigh, but this is the case, the big store deceives customers, and it is you who are patriotic and buy domestic products, and you who have purchased 9 Huawei terminals. And being banned from comments by Weitao, the energy is not small! But that's it, that's it!",
,"The screen is clear, the colors are bright, the touch screen feels silky and the operation is smooth and stress-free Take pictures, the effect is better than other mobile phones",,"After using it for more than a week, I feel that the battery is excellent and the battery life is strong. It has been used for two days in light use, and it is no problem for one day of moderate and heavy use. Basically, there is no need to worry about battery life in use. Another point is that it does not heat up. After using the P40 series for a long time, you will forget that the phone still heats up. What is particularly praised is the screen, the colors are bright, the screen is soft, and it is no longer irritating to the eyes for a long time. Finally, take a photo, take a shot, and the proofs come out straight",
,"Play for two days before commenting, it's delicious!",,"After using it for two days, the 5G network speed is really nothing to say, and the photo quality is the same as the detailed description. The only thing that feels uncomfortable is that I can't play while charging. Maybe it's because of graphene heat dissipation. I feel that the back of the phone is hotter than the original p30. The other is the fluency, really nothing to say, very satisfied! In addition, the customer service ""Pisces"" was named and praised for his timely reply and pleasant communication.",
,birthday present for yourself,,"An eight-year-old Huawei fan, it's hard to say a word when I bought an xs signal last year, and I decided to abandon the pit and return to pollen.",
,"Originally, it was to support domestic products, but I didn't expect it to be so bad. The earphones just arrived can't be unplugged after plugging in. It seems that you can't buy things online. It's not worth it for so much money",,The first time to buy something to give a bad review,
,"I have one for my husband. I bought the Zero White, which is much better-looking and smooth to use. Facial recognition is too sensitive.",,"The sense of use is still good, I complained about the after-sales service, Tianjin Tianyoucheng. There is a small problem with the phone speaker, take it back and replace it with a new one. Tell me 7-15 working days, not only do I have no spare machine, but I have to call myself to ask about the progress. And it has been 10 working days and still haven't come back. Slow enough. When I called to ask about the progress, I complained and said that I had used the iPhone for many years without any problem, and told me that I had a recording and couldn't say anything else. I thought the iPhone was good enough to use the iPhone. This is the attitude of a proud national enterprise. Shop bully",
,"Fast delivery, SF Express! When I first started using Huawei, the built-in film of the purchased machine felt astringent to use. I went to the after-sale service and put an anti-blue light film on it. Now it is in a state of warping on all sides. Secondly, the curved screen is still in the process of running in, and it is not easy to use, and the screen is often pressed unintentionally.",,"Curved screen, it's not easy to say I love you!",
,"As soon as I got the phone, I saw a shadow on the camera. The customer service actually lied to me and said it was normal. I didn¡¯t expect that the Huawei flagship store was selling bad products. Well, the customer service told me that I didn't expect to ship it to me or the address I returned it to. I really doubt that the repaired mobile phone was sent to me.",,This is the advertisement that appeared before I watched the video. Can you see that there is a problem with the display above? This is the Huawei mobile phone. I deleted my friends on WeChat the day before yesterday.,
,"Photo effect: poor, very bad, very blurry battery life: good battery life Communication sound quality: good communication function Running speed: average, not very fast",,"The camera function is really poor, and the sound quality is not bad.",
,"Just got it, many functions have not had time to test. The first impression is that the shape is simple and stylish, and the rectangular camera group behind it is low-key and atmospheric. The back frame can even be used as a mirror if the protective cover is removed, which shows its fine workmanship.",,"However, the function design of the alarm clock is still very inhumane. After selecting the ringtone, you cannot click the upper left corner to exit the interface, but you must use the swipe to return to the previous menu. The first time I contacted without any prompts, I didn't know how to do it at all, and it took a long time to find out on the Internet. I can only say that the programming aspect needs to be strengthened.",
,"It's just garbage. These are just garbage. Except for kissing and shouting, all kinds of polite words can't be done. There is a problem with the battery of the mobile phone I just bought. Fortunately, I didn't go to the test in time within 15 days. After testing, I couldn't find a backup machine. The backup machine didn't come out with a test report, and I refused to re-issue a new machine. I just used a mobile phone. It was useless to scold how much time wasted and things, and it was useless to complain. The mud looks like everything is because the process phone case forgot to send, you have to re-send it or make up 54, or I don't understand if I don't send you a new phone, can't you be anxious? What's the use of customer service? If you find an AI, you won't be able to solve any problems. If you buy a machine with a problem with quality, in the end, the customer has to bear the problem.",,"All the customer service never read the previous chat records. Every time you change the customer service, you have to repeat the question.* All the replies to the questions are pasted in a unified template. The copy is a bunch of rubbish. It¡¯s no exaggeration that none of them can solve the problem.",
,"The phone is ok, the charging is hot, and the frame drops when playing games.",,"More than 6,000 machines are bought in less than a week and this happens, see for yourself",
,"The newly bought 40Pro, and the 20Pro battery bulge found after changing the card last night, my mood suddenly fell to the bottom, this is already the fourth Huawei, I don¡¯t know why the battery bulges, but fortunately it didn¡¯t explode, otherwise I wouldn¡¯t be able to post a comment",,"The official store did nothing but apologize, and I was in a bad mood",
,"In general, it needs to be charged quickly every day, praise is good, not bad",,"There is no particularly amazing feeling, the quality of the mobile phone is heavy, the speaker effect is still as bad as always, the body is easy to heat up, the others are not bad, the price is not high",
,"The photo effect is really spicy. The photo effect: it comes with a filter, you can't cancel it even if you take it, and the pixels are only so bad. The sea will give you a layer of filter. I'm really speechless. The saturation of the photo is really, how bad it is. Also, I'm not used to the curved screen, which is easy to faint. I only found these problems after I set everything up. My phone is broken and can't be used. I'm too lazy to retire, in short, it's really not easy to use, especially the photo effect to take a blue sky, the built-in filter is the same as the cartoon",,"After using it, everything else is fine, but taking pictures is really spicy. It comes with filters, which is really uncomfortable. I want to uninstall the camera. I still take pictures with an old mobile phone. Except for the moon, I don't know. what does her camera do",
,Photo effect: very good pixel battery life: one charge can be used for a day Running speed: very fast,,It has been used for more than ten days. The performance and photography are really strong. I like the high-end and high-end grades. It is worth buying!,
,"It has only been half a month since the phone was bought, and it has been stuck and white screen twice. I consulted the customer service, but the customer service attitude is not good. She does not answer your questions, and the system automatically replies that you do not. The relevant answer is really satisfied. It turns out that Huawei's after-sales service and quality are so rubbish. I hope you don't regret buying it.",,"This is today, the second time I get stuck and a blank screen, it's really unreasonable!",
,"The phone is seriously hot, very hot, and occasionally the screen goes black. I haven't used it for a few days, and I don't think it's worth the price. The advantage I have found so far is only that it is clearer to take pictures at night.",,"After 25 minutes of video chat, the phone will be too hot, I really complain, this is still without a phone case, not recommended, not recommended, very not recommended",
,"The Internet speed of the mobile phone is super fast, the download speed is more than ten g, and the traffic is gone in a few minutes.",,"I have been using it for almost a month, and it really doesn't feel perfect to me. The curved screen is really touching all kinds of mistakes, and it's all kinds of mistaken touches when playing games.",
,"Other features: Taobao has been shopping for seven or eight years, and this time is also the only time the experience is very poor! I hesitated to read the reviews before buying a mobile phone. Because I trust Huawei to trust the selling platform, I decided to shoot. I feel that pollen is a idiot who is consumed in this store, and the service has no service value and no value. Later, I saw that this is not Huawei's official store, at most, it is the first place to make money from the agent distributor! Just sell the goods no matter how deep the pit is. There is an insult to the goodwill of Huawei's brand! Buying a mobile phone or computer is either on the manufacturer's official website or in a physical store, and not on a third-party platform merchant. There is a problem with goodwill and the value is not worth it. The main reason is that the consumer feels uncomfortable. Photo effect: as described on Huawei's official website, it should not be bad. I just started this model and it is still in trial. Running speed: 5G rate smooth Display effect: The screen display is very good, the resolution is excellent and smooth",,"An's robot customer service system is making money, let's see if there are still orders",
,"just got it, and I don¡¯t know much about it. The mobile phone is indeed easy to get hot, and the pixels are good, right? Review after use! The logistics is too slow, I bought it on the 24th and arrived on the 26th!",,"How to start, it has been used for two or three days, let's spit it out! First of all, let¡¯s talk about the number of images. In fact, the number of images is not particularly prominent. If you put them at the maximum, there will be blurring. Of course, if you want to use it, it is rarely used to be so high. The phone is not a big problem. If I play music and turn it on to the maximum, the sound will break. It may be a problem with my ears. The running speed is not bad. After all, where is the hardware, and then complain about the battery, this really has to be said. Said, compared with the P30 and the Honor series used before, (bought in a physical store) will not say that the cover is hot when chatting or playing songs, it is really hot and it is no exaggeration. What the customer service said about the new material? , here means that elementary school students do not understand very well, even playing games with P30 will not be so high temperature, this is the comment area is responding to the problem, I went to the physical store to ask, but I couldn¡¯t ask why, and the customer service also asked, you know it¡¯s official , the official is not good, the experience is not very good! That's it! Bye-Bye!",
,"It's been used for a week and it's ok, don't miss the baby who needs it",,Feeling something is wrong *sorry*,
,"I may be a mobile phone**, I have not yet studied and understood the functions of Huawei. . . The close-up photos seem to be blurry, and the most satisfying thing is that the charging is very fast.",,"It has been 17 days since I got the mobile phone, and the charging head is broken and cannot be charged. . . The line is good, what's so hot and spicy, will the line be broken in the next 18 days? The first time I used Huawei, I was a little disappointed. My Apple X has been used for more than two years, and the charger is still strong! ! The next mobile phone is to choose Apple. Although the United States is old and broken, the mobile phone is really easy to use. .",
,Seems to be stuck,,The phone is often hot and hot,
,"It's been four days since I received the phone, so it's okay! When I first received it, it was very hot after playing for a long time. The first charging took an hour and 20 minutes, the second charging time was shorter, the number of images was clear, the pictures were very clear, and the video was like After checking the numbers a bit, others said how my face became dark, and then I changed my mobile phone video with my friend. The speed is okay, everything else is good, there is no problem for the time being, after using it for a few days, it is easy to use and I will follow up!",,"I have been using it for a while and there is no problem. The more I use it, the more I like it. I like the feel of this phone, it is smooth. I am used to this phone. It feels very bad to hold other phones.",
